,data,local,tipo_leito,total,ocupados,percentual_ocupados
5256,5/09/2020,Interior,Resumo Leitos c/ Respirador,130,55,42%
5257,5/09/2020,Estado,Leitos Clínicos,994,124,12%
5258,5/09/2020,Maceió,Leitos Clínicos,580,60,10%
5259,5/09/2020,Interior,Leitos Clínicos,414,64,15%
5260,05/12/2020,Estado,UTI,144,68,47%
5261,05/12/2020,Maceió,UTI,80,39,49%
5262,05/12/2020,Interior,UTI,64,29,45%
5263,05/12/2020,Estado,U intermediária,33,7,21%
5264,05/12/2020,Maceió,U intermediária,19,4,21%
5265,05/12/2020,Interior,U intermediária,14,3,21%
5266,05/12/2020,Estado,Resumo Leitos c/ Respirador,177,75,42%
5267,05/12/2020,Maceió,Resumo Leitos c/ Respirador,99,43,43%
5268,05/12/2020,Interior,Resumo Leitos c/ Respirador,78,32,41%
5269,05/12/2020,Estado,Leitos Clínicos,344,109,32%
5270,05/12/2020,Maceió,Leitos Clínicos,123,62,50%
5271,05/12/2020,Interior,Leitos Clínicos,221,47,21%
5272,29/09/2020,Estado,UTI,286,92,32%
5273,29/09/2020,Maceió,UTI,170,47,28%
5274,29/09/2020,Interior,UTI,116,45,39%
5275,29/09/2020,Estado,U intermediária,51,4,8%
5276,29/09/2020,Maceió,U intermediária,37,3,8%
5277,29/09/2020,Interior,U intermediária,14,1,7%
5278,29/09/2020,Estado,Resumo Leitos c/ Respirador,337,96,28%
5279,29/09/2020,Maceió,Resumo Leitos c/ Respirador,207,50,24%
5280,29/09/2020,Interior,Resumo Leitos c/ Respirador,130,46,35%
5281,29/09/2020,Estado,Leitos Clínicos,994,130,13%
5282,29/09/2020,Maceió,Leitos Clínicos,580,54,9%
5283,29/09/2020,Interior,Leitos Clínicos,414,76,18%
5284,30/03/2021,Estado,UTI,368,328,
5285,30/03/2021,Maceió,UTI,216,195,
5286,30/03/2021,Interior,UTI,152,133,
5287,30/03/2021,Estado,U intermediária,47,17,
5288,30/03/2021,Maceió,U intermediária,24,8,
5289,30/03/2021,Interior,U intermediária,23,9,
5290,30/03/2021,Estado,Resumo Leitos,415,345,
5291,30/03/2021,Maceió,Resumo Leitos,240,203,
5292,30/03/2021,Interior,Resumo Leitos,175,142,
5293,30/03/2021,Estado,Leitos Clínicos,921,457,
5294,30/03/2021,Maceió,Leitos Clínicos,564,246,
5295,30/03/2021,Interior,Leitos Clínicos,357,211,
5296,11/12/2020,Estado,UTI,154,82,53%
5297,11/12/2020,Maceió,UTI,90,51,57%
5298,11/12/2020,Interior,UTI,64,31,48%
5299,11/12/2020,Estado,U intermediária,33,11,33%
5300,11/12/2020,Maceió,U intermediária,19,9,47%
5301,11/12/2020,Interior,U intermediária,14,2,14%
5302,11/12/2020,Estado,Resumo Leitos c/ Respirador,187,93,50%
5303,11/12/2020,Maceió,Resumo Leitos c/ Respirador,109,60,55%
5304,11/12/2020,Interior,Resumo Leitos c/ Respirador,78,33,42%
5305,11/12/2020,Estado,Leitos Clínicos,376,152,40%
5306,11/12/2020,Maceió,Leitos Clínicos,155,86,55%
5307,11/12/2020,Interior,Leitos Clínicos,221,66,30%
5308,01/09/2020,Estado,UTI,281,102,36%
5309,01/09/2020,Maceió,UTI,170,56,33%
5310,01/09/2020,Interior,UTI,111,46,41%
5311,01/09/2020,Estado,U intermediária,51,2,4%
5312,01/09/2020,Maceió,U intermediária,37,2,5%
5313,01/09/2020,Interior,U intermediária,14,0,0%
5314,01/09/2020,Estado,Resumo Leitos c/ Respirador,332,104,31%
5315,01/09/2020,Maceió,Resumo Leitos c/ Respirador,207,58,28%
5316,01/09/2020,Interior,Resumo Leitos c/ Respirador,125,46,37%
5317,01/09/2020,Estado,Leitos Clínicos,994,160,16%
5318,01/09/2020,Maceió,Leitos Clínicos,580,60,10%
5319,01/09/2020,Interior,Leitos Clínicos,414,100,24%
5320,021 16:00,Estado,UTI,372,323,87%
5321,021 16:00,Maceió,UTI,216,194,90%
5322,021 16:00,Interior,UTI,156,129,83%
5323,021 16:00,Estado,U intermediária,55,13,24%
5324,021 16:00,Maceió,U intermediária,32,9,28%
5325,021 16:00,Interior,U intermediária,23,4,17%
5326,021 16:00,Estado,Resumo Leitos,427,336,79%
5327,021 16:00,Maceió,Resumo Leitos,248,203,82%
5328,021 16:00,Interior,Resumo Leitos,179,133,74%
5329,021 16:00,Estado,Leitos Clínicos,928,444,48%
5330,021 16:00,Maceió,Leitos Clínicos,556,262,47%
5331,021 16:00,Interior,Leitos Clínicos,372,182,49%
5332,021 16:00,TOTAL,TOTAL,1355,780,58%
5333,12/12/2020,Estado,UTI,159,79,50%
5334,12/12/2020,Maceió,UTI,90,47,52%
5335,12/12/2020,Interior,UTI,69,32,46%
5336,12/12/2020,Estado,U intermediária,33,7,21%
5337,12/12/2020,Maceió,U intermediária,19,6,32%
5338,12/12/2020,Interior,U intermediária,14,1,7%
5339,12/12/2020,Estado,Resumo Leitos c/ Respirador,192,86,45%
5340,12/12/2020,Maceió,Resumo Leitos c/ Respirador,109,53,49%
5341,12/12/2020,Interior,Resumo Leitos c/ Respirador,83,33,40%
5342,12/12/2020,Estado,Leitos Clínicos,376,142,38%
5343,12/12/2020,Maceió,Leitos Clínicos,155,78,50%
5344,12/12/2020,Interior,Leitos Clínicos,221,64,29%
5345,5/09/2020,Estado,UTI,281,108,38%
5346,5/09/2020,Maceió,UTI,170,55,32%
5347,5/09/2020,Interior,UTI,111,53,48%
5348,5/09/2020,Estado,U intermediária,51,2,4%
5349,5/09/2020,Maceió,U intermediária,37,2,5%
5350,5/09/2020,Interior,U intermediária,14,0,0%
5351,5/09/2020,Estado,Resumo Leitos c/ Respirador,332,110,33%
5352,5/09/2020,Maceió,Resumo Leitos c/ Respirador,207,57,28%
5353,5/09/2020,Interior,Resumo Leitos c/ Respirador,125,53,42%
5354,5/09/2020,Estado,Leitos Clínicos,994,148,15%
5355,5/09/2020,Maceió,Leitos Clínicos,580,55,9%
5356,5/09/2020,Interior,Leitos Clínicos,414,93,22%
5357,021 16:00,Estado,UTI,372,322,87%
5358,021 16:00,Maceió,UTI,216,195,90%
5359,021 16:00,Interior,UTI,156,127,81%
5360,021 16:00,Estado,U intermediária,55,21,38%
5361,021 16:00,Maceió,U intermediária,32,15,47%
5362,021 16:00,Interior,U intermediária,23,6,26%
5363,021 16:00,Estado,Resumo Leitos,427,343,80%
5364,021 16:00,Maceió,Resumo Leitos,248,210,85%
5365,021 16:00,Interior,Resumo Leitos,179,133,74%
5366,021 16:00,Estado,Leitos Clínicos,928,447,48%
5367,021 16:00,Maceió,Leitos Clínicos,556,259,47%
5368,021 16:00,Interior,Leitos Clínicos,372,188,51%
5369,021 16:00,TOTAL,TOTAL,1355,790,58%
5370,3/12/2020,Estado,UTI,169,81,48%
5371,3/12/2020,Maceió,UTI,100,49,49%
5372,3/12/2020,Interior,UTI,69,32,46%
5373,3/12/2020,Estado,U intermediária,33,3,9%
5374,3/12/2020,Maceió,U intermediária,19,3,16%
5375,3/12/2020,Interior,U intermediária,14,0,0%
5376,3/12/2020,Estado,Resumo Leitos c/ Respirador,202,84,42%
5377,3/12/2020,Maceió,Resumo Leitos c/ Respirador,119,52,44%
5378,3/12/2020,Interior,Resumo Leitos c/ Respirador,83,32,39%
5379,3/12/2020,Estado,Leitos Clínicos,376,145,39%
5380,3/12/2020,Maceió,Leitos Clínicos,155,74,48%
5381,3/12/2020,Interior,Leitos Clínicos,221,71,32%
5382,6/09/2020,Estado,UTI,281,107,38%
5383,6/09/2020,Maceió,UTI,170,53,31%
5384,6/09/2020,Interior,UTI,111,54,49%
5385,6/09/2020,Estado,U intermediária,51,6,12%
5386,6/09/2020,Maceió,U intermediária,37,5,14%
5387,6/09/2020,Interior,U intermediária,14,1,7%
5388,6/09/2020,Estado,Resumo Leitos c/ Respirador,332,113,34%
5389,6/09/2020,Maceió,Resumo Leitos c/ Respirador,207,58,28%
5390,6/09/2020,Interior,Resumo Leitos c/ Respirador,125,55,44%
5391,6/09/2020,Estado,Leitos Clínicos,994,137,14%
5392,6/09/2020,Maceió,Leitos Clínicos,580,50,9%
5393,6/09/2020,Interior,Leitos Clínicos,414,87,21%
5394,021 16:00,Estado,UTI,372,326,88%
5395,021 16:00,Maceió,UTI,216,194,90%
5396,021 16:00,Interior,UTI,156,132,85%
5397,021 16:00,Estado,U intermediária,55,23,42%
5398,021 16:00,Maceió,U intermediária,32,15,47%
5399,021 16:00,Interior,U intermediária,23,8,35%
5400,021 16:00,Estado,Resumo Leitos,427,349,82%
5401,021 16:00,Maceió,Resumo Leitos,248,209,84%
5402,021 16:00,Interior,Resumo Leitos,179,140,78%
5403,021 16:00,Estado,Leitos Clínicos,933,411,44%
5404,021 16:00,Maceió,Leitos Clínicos,556,223,40%
5405,021 16:00,Interior,Leitos Clínicos,377,188,50%
5406,021 16:00,TOTAL,TOTAL,1360,760,56%
5407,7/09/2020,Estado,UTI,281,104,37%
5408,7/09/2020,Maceió,UTI,170,49,29%
5409,7/09/2020,Interior,UTI,111,55,50%
5410,7/09/2020,Estado,U intermediária,51,2,4%
5411,7/09/2020,Maceió,U intermediária,37,2,5%
5412,7/09/2020,Interior,U intermediária,14,0,0%
5413,7/09/2020,Estado,Resumo Leitos c/ Respirador,332,106,32%
5414,7/09/2020,Maceió,Resumo Leitos c/ Respirador,207,51,25%
5415,7/09/2020,Interior,Resumo Leitos c/ Respirador,125,55,44%
5416,7/09/2020,Estado,Leitos Clínicos,994,139,14%
5417,7/09/2020,Maceió,Leitos Clínicos,580,47,8%
5418,7/09/2020,Interior,Leitos Clínicos,414,92,22%
5419,021 16:00,Estado,UTI,377,327,87%
5420,021 16:00,Maceió,UTI,216,195,90%
5421,021 16:00,Interior,UTI,161,132,82%
5422,021 16:00,Estado,U intermediária,57,22,39%
5423,021 16:00,Maceió,U intermediária,32,15,47%
5424,021 16:00,Interior,U intermediária,25,7,28%
5425,021 16:00,Estado,Resumo Leitos c/ Respirador,434,349,80%
5426,021 16:00,Maceió,Resumo Leitos c/ Respirador,248,210,85%
5427,021 16:00,Interior,Resumo Leitos c/ Respirador,186,139,75%
5428,021 16:00,Estado,Leitos Clínicos,971,470,48%
5429,021 16:00,Maceió,Leitos Clínicos,561,285,51%
5430,021 16:00,Interior,Leitos Clínicos,410,185,45%
5431,021 16:00,TOTAL,TOTAL,1405,819,58%
5432,18/08/2020,Estado,UTI,281,127,45%
5433,18/08/2020,Maceió,UTI,170,76,45%
5434,18/08/2020,Interior,UTI,111,51,46%
5435,18/08/2020,Estado,U intermediária,51,4,8%
5436,18/08/2020,Maceió,U intermediária,37,4,11%
5437,18/08/2020,Interior,U intermediária,14,0,0%
5438,18/08/2020,Estado,Resumo Leitos c/ Respirador,332,131,39%
5439,18/08/2020,Maceió,Resumo Leitos c/ Respirador,207,80,39%
5440,18/08/2020,Interior,Resumo Leitos c/ Respirador,125,51,41%
5441,18/08/2020,Estado,Leitos Clínicos,994,181,18%
5442,18/08/2020,Maceió,Leitos Clínicos,580,84,14%
5443,18/08/2020,Interior,Leitos Clínicos,414,97,23%
5444,09/09/2020,Estado,UTI,281,101,36%
5445,09/09/2020,Maceió,UTI,170,50,29%
5446,09/09/2020,Interior,UTI,111,51,46%
5447,09/09/2020,Estado,U intermediária,51,5,10%
5448,09/09/2020,Maceió,U intermediária,37,3,8%
5449,09/09/2020,Interior,U intermediária,14,2,14%
5450,09/09/2020,Estado,Resumo Leitos c/ Respirador,332,106,32%
5451,09/09/2020,Maceió,Resumo Leitos c/ Respirador,207,53,26%
5452,09/09/2020,Interior,Resumo Leitos c/ Respirador,125,53,42%
5453,09/09/2020,Estado,Leitos Clínicos,994,118,12%
5454,09/09/2020,Maceió,Leitos Clínicos,580,54,9%
5455,09/09/2020,Interior,Leitos Clínicos,414,64,15%
5456,021 16:00,Estado,UTI,377,302,80%
5457,021 16:00,Maceió,UTI,216,179,83%
5458,021 16:00,Interior,UTI,161,123,76%
5459,021 16:00,Estado,U intermediária,57,22,39%
5460,021 16:00,Maceió,U intermediária,32,16,50%
5461,021 16:00,Interior,U intermediária,25,6,24%
5462,021 16:00,Estado,Resumo Leitos c/ Respirador,434,324,75%
5463,021 16:00,Maceió,Resumo Leitos c/ Respirador,248,195,79%
5464,021 16:00,Interior,Resumo Leitos c/ Respirador,186,129,69%
5465,021 16:00,Estado,Leitos Clínicos,971,456,47%
5466,021 16:00,Maceió,Leitos Clínicos,561,256,46%
5467,021 16:00,Interior,Leitos Clínicos,410,200,49%
5468,021 16:00,TOTAL,TOTAL,1405,780,56%
5469,6/08/2020,Estado,UTI,281,115,41%
5470,6/08/2020,Maceió,UTI,170,64,38%
5471,6/08/2020,Interior,UTI,111,51,46%
5472,6/08/2020,Estado,U intermediária,51,3,6%
5473,6/08/2020,Maceió,U intermediária,37,3,8%
5474,6/08/2020,Interior,U intermediária,14,0,0%
5475,6/08/2020,Estado,Resumo Leitos c/ Respirador,332,118,36%
5476,6/08/2020,Maceió,Resumo Leitos c/ Respirador,207,67,32%
5477,6/08/2020,Interior,Resumo Leitos c/ Respirador,125,51,41%
5478,6/08/2020,Estado,Leitos Clínicos,994,189,19%
5479,6/08/2020,Maceió,Leitos Clínicos,580,92,16%
5480,6/08/2020,Interior,Leitos Clínicos,414,97,23%
5481,Unnamed: 0,Estado,UTI,140,71,51%
5482,Unnamed: 0,U intermediária,UTI,31,7,23%
5483,Unnamed: 0,Leitos Clínicos,UTI,259,143,55%
5484,04/06/2020,Estado,UTI,214,169,79%
5485,04/06/2020,Maceió,UTI,151,118,78%
5486,04/06/2020,Interior,UTI,63,51,81%
5487,04/06/2020,Estado,U intermediária,31,13,42%
5488,04/06/2020,Maceió,U intermediária,17,10,59%
5489,04/06/2020,Interior,U intermediária,14,3,21%
5490,04/06/2020,Estado,Leitos Clínicos,806,501,62%
5491,04/06/2020,Maceió,Leitos Clínicos,561,330,59%
5492,04/06/2020,Interior,Leitos Clínicos,245,171,70%
5493,021 16:00,UTI,UTI,326,270,83%
5494,021 16:00,Maceió,UTI,190,163,86%
5495,021 16:00,Interior,UTI,136,107,79%
5496,021 16:00,U intermediária,U intermediária,40,17,43%
5497,021 16:00,Maceió,U intermediária,24,15,63%
5498,021 16:00,Interior,U intermediária,16,2,13%
5499,021 16:00,Resumo Leitos c/ Respirador,Resumo Leitos c/ Respirador,366,287,78%
5500,021 16:00,Maceió,Resumo Leitos c/ Respirador,214,178,83%
5501,021 16:00,Interior,Resumo Leitos c/ Respirador,152,109,72%
5502,021 16:00,Leitos Clínicos,Leitos Clínicos,708,466,66%
5503,021 16:00,Maceió,Leitos Clínicos,379,264,70%
5504,021 16:00,Interior,Leitos Clínicos,329,202,61%
5505,2021 17:17,Estado,UTI,239,145,61%
5506,2021 17:17,Maceió,UTI,139,72,52%
5507,2021 17:17,Interior,UTI,100,73,73%
5508,2021 17:17,Estado,U intermediária,33,7,21%
5509,2021 17:17,Maceió,U intermediária,19,7,37%
5510,2021 17:17,Interior,U intermediária,14,0,0%
5511,2021 17:17,Estado,Resumo Leitos c/ Respirador,272,152,56%
5512,2021 17:17,Maceió,Resumo Leitos c/ Respirador,158,79,50%
5513,2021 17:17,Interior,Resumo Leitos c/ Respirador,114,73,64%
5514,2021 17:17,Estado,Leitos Clínicos,528,225,43%
5515,2021 17:17,Maceió,Leitos Clínicos,257,118,46%
5516,2021 17:17,Interior,Leitos Clínicos,271,107,39%
5517,30/12/2020,Estado,UTI,178,94,53%
5518,30/12/2020,Maceió,UTI,104,55,53%
5519,30/12/2020,Interior,UTI,74,39,53%
5520,30/12/2020,Estado,U intermediária,33,8,24%
5521,30/12/2020,Maceió,U intermediária,19,6,32%
5522,30/12/2020,Interior,U intermediária,14,2,14%
5523,30/12/2020,Estado,Resumo Leitos c/ Respirador,211,102,48%
5524,30/12/2020,Maceió,Resumo Leitos c/ Respirador,123,61,50%
5525,30/12/2020,Interior,Resumo Leitos c/ Respirador,88,41,47%
5526,30/12/2020,Estado,Leitos Clínicos,432,166,38%
5527,30/12/2020,Maceió,Leitos Clínicos,193,105,54%
5528,30/12/2020,Interior,Leitos Clínicos,239,61,26%
5529,2021 17:05,Estado,UTI,239,148,62%
5530,2021 17:05,Maceió,UTI,139,76,55%
5531,2021 17:05,Interior,UTI,100,72,72%
5532,2021 17:05,Estado,U intermediária,33,7,21%
5533,2021 17:05,Maceió,U intermediária,19,7,37%
5534,2021 17:05,Interior,U intermediária,14,0,0%
5535,2021 17:05,Estado,Resumo Leitos c/ Respirador,272,155,57%
5536,2021 17:05,Maceió,Resumo Leitos c/ Respirador,158,83,53%
5537,2021 17:05,Interior,Resumo Leitos c/ Respirador,114,72,63%
5538,2021 17:05,Estado,Leitos Clínicos,528,227,43%
5539,2021 17:05,Maceió,Leitos Clínicos,257,119,46%
5540,2021 17:05,Interior,Leitos Clínicos,271,108,40%
5541,02/12/2020,Estado,UTI,144,66,46%
5542,02/12/2020,Maceió,UTI,80,39,49%
5543,02/12/2020,Interior,UTI,64,27,42%
5544,02/12/2020,Estado,U intermediária,33,10,30%
5545,02/12/2020,Maceió,U intermediária,19,9,47%
5546,02/12/2020,Interior,U intermediária,14,1,7%
5547,02/12/2020,Estado,Resumo Leitos c/ Respirador,177,76,43%
5548,02/12/2020,Maceió,Resumo Leitos c/ Respirador,99,48,48%
5549,02/12/2020,Interior,Resumo Leitos c/ Respirador,78,28,36%
5550,02/12/2020,Estado,Leitos Clínicos,331,101,31%
5551,02/12/2020,Maceió,Leitos Clínicos,115,57,50%
5552,02/12/2020,Interior,Leitos Clínicos,216,44,20%
5553,021 16H,Estado,UTI,326,271,83%
5554,021 16H,Maceió,UTI,190,160,84%
5555,021 16H,Interior,UTI,136,111,82%
5556,021 16H,Estado,U intermediária,40,14,35%
5557,021 16H,Maceió,U intermediária,24,12,50%
5558,021 16H,Interior,U intermediária,16,2,13%
5559,021 16H,Estado,Resumo Leitos c/ Respirador,366,285,78%
5560,021 16H,Maceió,Resumo Leitos c/ Respirador,214,172,80%
5561,021 16H,Interior,Resumo Leitos c/ Respirador,152,113,74%
5562,021 16H,Estado,Leitos Clínicos,733,483,66%
5563,021 16H,Maceió,Leitos Clínicos,399,284,71%
5564,021 16H,Interior,Leitos Clínicos,334,199,60%
5565,/2021  16H,Estado,UTI,301,243,81%
5566,/2021  16H,Maceió,UTI,174,136,78%
5567,/2021  16H,Interior,UTI,127,107,84%
5568,/2021  16H,Estado,U intermediária,38,8,21%
5569,/2021  16H,Maceió,U intermediária,24,6,25%
5570,/2021  16H,Interior,U intermediária,14,2,14%
5571,/2021  16H,Estado,Resumo Leitos c/ Respirador,339,251,74%
5572,/2021  16H,Maceió,Resumo Leitos c/ Respirador,198,142,72%
5573,/2021  16H,Interior,Resumo Leitos c/ Respirador,141,109,77%
5574,/2021  16H,Estado,Leitos Clínicos,611,382,63%
5575,/2021  16H,Maceió,Leitos Clínicos,321,215,67%
5576,/2021  16H,Interior,Leitos Clínicos,290,167,58%
5577,/2021 16:51,Estado,UTI,240,154,64%
5578,/2021 16:51,Maceió,UTI,139,76,55%
5579,/2021 16:51,Interior,UTI,101,78,77%
5580,/2021 16:51,Estado,U intermediária,33,6,18%
5581,/2021 16:51,Maceió,U intermediária,19,6,32%
5582,/2021 16:51,Interior,U intermediária,14,0,0%
5583,/2021 16:51,Estado,Resumo Leitos c/ Respirador,273,160,59%
5584,/2021 16:51,Maceió,Resumo Leitos c/ Respirador,158,82,52%
5585,/2021 16:51,Interior,Resumo Leitos c/ Respirador,115,78,68%
5586,/2021 16:51,Estado,Leitos Clínicos,528,242,46%
5587,/2021 16:51,Maceió,Leitos Clínicos,257,119,46%
5588,/2021 16:51,Interior,Leitos Clínicos,271,123,45%
5589,15/03/2021,UTI,UTI,326,274,84%
5590,15/03/2021,Maceió,UTI,190,164,86%
5591,15/03/2021,Interior,UTI,136,110,81%
5592,15/03/2021,U intermediária,U intermediária,40,9,23%
5593,15/03/2021,Maceió,U intermediária,24,5,21%
5594,15/03/2021,Interior,U intermediária,16,4,25%
5595,15/03/2021,Resumo Leitos c/ Respirador,Resumo Leitos c/ Respirador,366,283,77%
5596,15/03/2021,Maceió,Resumo Leitos c/ Respirador,214,169,79%
5597,15/03/2021,Interior,Resumo Leitos c/ Respirador,152,114,75%
5598,15/03/2021,Leitos Clínicos,Leitos Clínicos,725,474,65%
5599,15/03/2021,Maceió,Leitos Clínicos,386,273,71%
5600,15/03/2021,Interior,Leitos Clínicos,339,201,59%
5601,/2021 17:05,Estado,UTI,240,160,67%
5602,/2021 17:05,Maceió,UTI,139,85,61%
5603,/2021 17:05,Interior,UTI,101,75,74%
5604,/2021 17:05,Estado,U intermediária,33,7,21%
5605,/2021 17:05,Maceió,U intermediária,19,5,26%
5606,/2021 17:05,Interior,U intermediária,14,2,14%
5607,/2021 17:05,Estado,Resumo Leitos c/ Respirador,273,167,61%
5608,/2021 17:05,Maceió,Resumo Leitos c/ Respirador,158,90,57%
5609,/2021 17:05,Interior,Resumo Leitos c/ Respirador,115,77,67%
5610,/2021 17:05,Estado,Leitos Clínicos,528,243,46%
5611,/2021 17:05,Maceió,Leitos Clínicos,257,125,49%
5612,/2021 17:05,Interior,Leitos Clínicos,271,118,44%
5613,/2021 16:30,Estado,UTI,308,242,79%
5614,/2021 16:30,Maceió,UTI,181,138,76%
5615,/2021 16:30,Interior,UTI,127,104,82%
5616,/2021 16:30,Estado,U intermediária,38,7,18%
5617,/2021 16:30,Maceió,U intermediária,24,6,25%
5618,/2021 16:30,Interior,U intermediária,14,1,7%
5619,/2021 16:30,Estado,Resumo Leitos c/ Respirador,346,249,72%
5620,/2021 16:30,Maceió,Resumo Leitos c/ Respirador,205,144,70%
5621,/2021 16:30,Interior,Resumo Leitos c/ Respirador,141,105,74%
5622,/2021 16:30,Estado,Leitos Clínicos,611,377,62%
5623,/2021 16:30,Maceió,Leitos Clínicos,321,202,63%
5624,/2021 16:30,Interior,Leitos Clínicos,290,175,60%
5625,2021 16:35,Estado,UTI,240,173,72%
5626,2021 16:35,Maceió,UTI,139,93,67%
5627,2021 16:35,Interior,UTI,101,80,79%
5628,2021 16:35,Estado,U intermediária,33,6,18%
5629,2021 16:35,Maceió,U intermediária,19,5,26%
5630,2021 16:35,Interior,U intermediária,14,1,7%
5631,2021 16:35,Estado,Resumo Leitos c/ Respirador,273,179,66%
5632,2021 16:35,Maceió,Resumo Leitos c/ Respirador,158,98,62%
5633,2021 16:35,Interior,Resumo Leitos c/ Respirador,115,81,70%
5634,2021 16:35,Estado,Leitos Clínicos,528,250,47%
5635,2021 16:35,Maceió,Leitos Clínicos,257,136,53%
5636,2021 16:35,Interior,Leitos Clínicos,271,114,42%
5637,021 16:00,Estado,UTI,266,191,72%
5638,021 16:00,Maceió,UTI,154,107,69%
5639,021 16:00,Interior,UTI,112,84,75%
5640,021 16:00,Estado,U intermediária,33,6,18%
5641,021 16:00,Maceió,U intermediária,19,6,32%
5642,021 16:00,Interior,U intermediária,14,0,0%
5643,021 16:00,Estado,Resumo Leitos c/ Respirador,299,197,66%
5644,021 16:00,Maceió,Resumo Leitos c/ Respirador,173,113,65%
5645,021 16:00,Interior,Resumo Leitos c/ Respirador,126,84,67%
5646,021 16:00,Estado,Leitos Clínicos,557,314,56%
5647,021 16:00,Maceió,Leitos Clínicos,277,170,61%
5648,021 16:00,Interior,Leitos Clínicos,280,144,51%
5649,1/09/2020,Estado,UTI,281,101,36%
5650,1/09/2020,Maceió,UTI,170,48,28%
5651,1/09/2020,Interior,UTI,111,53,48%
5652,1/09/2020,Estado,U intermediária,51,4,8%
5653,1/09/2020,Maceió,U intermediária,37,3,8%
5654,1/09/2020,Interior,U intermediária,14,1,7%
5655,1/09/2020,Estado,Resumo Leitos c/ Respirador,332,105,32%
5656,1/09/2020,Maceió,Resumo Leitos c/ Respirador,207,51,25%
5657,1/09/2020,Interior,Resumo Leitos c/ Respirador,125,54,43%
5658,1/09/2020,Leitos Clínicos,Leitos Clínicos,994,112,11%
5659,1/09/2020,Maceió,Maceió,580,45,8%
5660,2021 17:00,Estado,UTI,240,158,66%
5661,2021 17:00,Maceió,UTI,139,86,62%
5662,2021 17:00,Interior,UTI,101,72,71%
5663,2021 17:00,Estado,U intermediária,33,6,18%
5664,2021 17:00,Maceió,U intermediária,19,5,26%
5665,2021 17:00,Interior,U intermediária,14,1,7%
5666,2021 17:00,Estado,Resumo Leitos c/ Respirador,273,164,60%
5667,2021 17:00,Maceió,Resumo Leitos c/ Respirador,158,91,58%
5668,2021 17:00,Interior,Resumo Leitos c/ Respirador,115,73,63%
5669,2021 17:00,Estado,Leitos Clínicos,528,254,48%
5670,2021 17:00,Maceió,Leitos Clínicos,257,132,51%
5671,2021 17:00,Interior,Leitos Clínicos,271,122,45%
5672,/2021 16:00,Estado,UTI,310,254,82%
5673,/2021 16:00,Maceió,UTI,183,149,81%
5674,/2021 16:00,Interior,UTI,127,105,83%
5675,/2021 16:00,Estado,U intermediária,38,14,37%
5676,/2021 16:00,Maceió,U intermediária,24,12,50%
5677,/2021 16:00,Interior,U intermediária,14,2,14%
5678,/2021 16:00,Estado,Resumo Leitos c/ Respirador,348,268,77%
5679,/2021 16:00,Maceió,Resumo Leitos c/ Respirador,207,161,78%
5680,/2021 16:00,Interior,Resumo Leitos c/ Respirador,141,107,76%
5681,/2021 16:00,Estado,Leitos Clínicos,645,414,64%
5682,/2021 16:00,Maceió,Leitos Clínicos,341,230,67%
5683,/2021 16:00,Interior,Leitos Clínicos,304,184,61%
5684,/2021 17:25,Estado,UTI,239,141,59%
5685,/2021 17:25,Maceió,UTI,139,66,47%
5686,/2021 17:25,Interior,UTI,100,75,75%
5687,/2021 17:25,Estado,U intermediária,33,8,24%
5688,/2021 17:25,Maceió,U intermediária,19,8,42%
5689,/2021 17:25,Interior,U intermediária,14,0,0%
5690,/2021 17:25,Estado,Resumo Leitos c/ Respirador,272,149,55%
5691,/2021 17:25,Maceió,Resumo Leitos c/ Respirador,158,74,47%
5692,/2021 17:25,Interior,Resumo Leitos c/ Respirador,114,75,66%
5693,/2021 17:25,Estado,Leitos Clínicos,528,250,47%
5694,/2021 17:25,Maceió,Leitos Clínicos,257,125,49%
5695,/2021 17:25,Interior,Leitos Clínicos,271,125,46%
5696,4/09/2020,Estado,UTI,281,107,38%
5697,4/09/2020,Maceió,UTI,170,51,30%
5698,4/09/2020,Interior,UTI,111,56,50%
5699,4/09/2020,Estado,U intermediária,51,5,10%
5700,4/09/2020,Maceió,U intermediária,37,3,8%
5701,4/09/2020,Interior,U intermediária,14,2,14%
5702,4/09/2020,Estado,Resumo Leitos c/ Respirador,332,112,34%
5703,4/09/2020,Maceió,Resumo Leitos c/ Respirador,207,54,26%
5704,4/09/2020,Interior,Resumo Leitos c/ Respirador,125,58,46%
5705,4/09/2020,Estado,Leitos Clínicos,994,118,12%
5706,4/09/2020,Maceió,Leitos Clínicos,580,42,7%
5707,4/09/2020,Interior,Leitos Clínicos,414,76,18%
5708,/2021 - 17:0,Estado,UTI,250,170,68%
5709,/2021 - 17:0,Maceió,UTI,149,93,62%
5710,/2021 - 17:0,Interior,UTI,101,77,76%
5711,/2021 - 17:0,Estado,U intermediária,33,6,18%
5712,/2021 - 17:0,Maceió,U intermediária,19,4,21%
5713,/2021 - 17:0,Interior,U intermediária,14,2,14%
5714,/2021 - 17:0,Estado,Resumo Leitos c/ Respirador,283,176,62%
5715,/2021 - 17:0,Maceió,Resumo Leitos c/ Respirador,168,97,58%
5716,/2021 - 17:0,Interior,Resumo Leitos c/ Respirador,115,79,69%
5717,/2021 - 17:0,Estado,Leitos Clínicos,547,285,52%
5718,/2021 - 17:0,Maceió,Leitos Clínicos,267,152,57%
